antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
baking powder,"sugar, salt, butter, milk",0.076,0.01565,0.00705,0.09276315789473684,5.927358331932066,0.0058606,1.084997824510515,0.899665346473857
butter,"sugar, salt, milk, baking powder",0.26755,0.0138,0.00705,0.026350214913100353,1.9094358632681416,0.0033578099999999997,1.012889865642994,0.6502629618171597
salt,"milk, butter, baking powder, sugar",0.3884,0.009,0.00705,0.018151390319258495,2.0168211465842774,0.0035544,1.0093205716533369,0.8243463256474126
milk,"sugar, salt, butter, baking powder",0.13375,0.0159,0.00705,0.05271028037383177,3.3151119731969665,0.004923375,1.0388585240726125,0.8061772742623806
sugar,"milk, salt, butter, baking powder",0.24285,0.01045,0.00705,0.02903026559604694,2.778015846511669,0.0045122175,1.019135782442748,0.8453157908787292
"salt, butter, vanilla, baking powder",sugar,0.0069,0.24285,0.00545,0.7898550724637682,3.252440076029517,0.003774335,3.602989655172415,0.6973502488269981
"sugar, butter, vanilla, baking powder",salt,0.0075,0.3884,0.00545,0.7266666666666667,1.8709234466186062,0.0025369999999999998,2.237560975609756,0.46902225406142395
"sugar, salt, vanilla, baking powder",butter,0.01035,0.26755,0.00545,0.5265700483091788,1.9681182893260278,0.0026808574999999998,1.5471137755102042,0.49704487315272705
"sugar, salt, butter, vanilla",baking powder,0.0134,0.076,0.00545,0.40671641791044777,5.351531814611155,0.0044316,1.557433962264151,0.8241816487724499
"sugar, salt, butter, baking powder",vanilla,0.0159,0.0736,0.00545,0.34276729559748426,4.657164342357123,0.00427976,1.4095464114832537,0.7979647029978492
"butter, vanilla, baking powder","sugar, salt",0.0101,0.11805,0.00545,0.5396039603960396,4.5709780634988535,0.004257695,1.9156333333333335,0.7891993538407641
"salt, vanilla, baking powder","sugar, butter",0.01385,0.08495,0.00545,0.39350180505415167,4.632157799342574,0.0042734425,1.508743154761905,0.7951304465935781
"sugar, vanilla, baking powder","salt, butter",0.0135,0.1197,0.00545,0.40370370370370373,3.372629103623256,0.0038340500000000003,1.47627950310559,0.713122567505359
"salt, butter, vanilla","sugar, baking powder",0.019,0.04605,0.00545,0.2868421052631579,6.22892736727813,0.00457505,1.337642066420664,0.8557173451542612
"sugar, butter, vanilla","salt, baking powder",0.025,0.05705,0.00545,0.218,3.8212094653812447,0.0040237499999999995,1.2058184143222506,0.7572335920959773
"sugar, salt, vanilla","butter, baking powder",0.0257,0.0356,0.00545,0.21206225680933852,5.9568049665544525,0.00453508,1.2239545679012347,0.8540744849042409
"salt, butter, baking powder","sugar, vanilla",0.02495,0.0481,0.00545,0.218436873747495,4.541307146517568,0.004249905,1.217943846153846,0.7997529178696553
"sugar, butter, baking powder","salt, vanilla",0.0228,0.0369,0.00545,0.23903508771929824,6.477915656349546,0.0046086799999999995,1.2656299711815562,0.8653595556673814
"sugar, salt, baking powder","butter, vanilla",0.0346,0.0383,0.00545,0.15751445086705204,4.112648847703708,0.0041248199999999995,1.141503259005146,0.7839731783944668
"sugar, salt, butter","vanilla, baking powder",0.0438,0.0186,0.00545,0.12442922374429224,6.6897432120587235,0.00463532,1.1208688396349413,0.8894765019793563
"vanilla, baking powder","sugar, salt, butter",0.0186,0.0438,0.00545,0.29301075268817206,6.6897432120587235,0.00463532,1.3524958174904942,0.8666368771068479
"butter, vanilla","sugar, salt, baking powder",0.0383,0.0346,0.00545,0.1422976501305483,4.112648847703708,0.0041248199999999995,1.125565296803653,0.7869894004596217
"salt, vanilla","sugar, butter, baking powder",0.0369,0.0228,0.00545,0.14769647696476965,6.477915656349546,0.0046086799999999995,1.1465399046104927,0.8780286136415378
"sugar, vanilla","salt, butter, baking powder",0.0481,0.02495,0.00545,0.11330561330561331,4.541307146517568,0.004249905,1.0996460726846424,0.8192027340779571
"butter, baking powder","sugar, salt, vanilla",0.0356,0.0257,0.00545,0.15308988764044945,5.956804966554453,0.00453508,1.150417247097844,0.8628419438430132
"salt, baking powder","sugar, butter, vanilla",0.05705,0.025,0.00545,0.09553023663453111,3.8212094653812443,0.0040237499999999995,1.0779796511627906,0.7829712628385153
"sugar, baking powder","salt, butter, vanilla",0.04605,0.019,0.00545,0.11834961997828447,6.22892736727813,0.00457505,1.112685960591133,0.8799818812268255
"salt, butter","sugar, vanilla, baking powder",0.1197,0.0135,0.00545,0.04553049289891395,3.3726291036232556,0.0038340500000000003,1.0335584245076588,0.7991541665841608
"sugar, butter","salt, vanilla, baking powder",0.08495,0.01385,0.00545,0.06415538552089464,4.632157799342574,0.0042734425,1.0537539937106917,0.8569126166966361
"sugar, salt","butter, vanilla, baking powder",0.11805,0.0101,0.00545,0.04616687844133841,4.570978063498853,0.004257695,1.03781256660746,0.8857967462633624
vanilla,"sugar, salt, butter, baking powder",0.0736,0.0159,0.00545,0.07404891304347826,4.657164342357123,0.00427976,1.0627991195891415,0.8476652247627195
baking powder,"sugar, salt, butter, vanilla",0.076,0.0134,0.00545,0.07171052631578947,5.351531814611155,0.0044316,1.0628150248051027,0.880019063505302
butter,"sugar, salt, vanilla, baking powder",0.26755,0.01035,0.00545,0.020370024294524388,1.9681182893260278,0.0026808574999999998,1.010228376573827,0.6715823042058793
salt,"sugar, butter, vanilla, baking powder",0.3884,0.0075,0.00545,0.014031925849639545,1.870923446618606,0.0025369999999999998,1.0066248857553206,0.7611258782798616
sugar,"salt, butter, vanilla, baking powder",0.24285,0.0069,0.00545,0.022441836524603662,3.2524400760295165,0.003774335,1.0158986310025273,0.9146649040614038
"flour, cinnamon, salt, baking powder",eggs,0.0085,0.1682,0.0053,0.6235294117647059,3.7070714135832694,0.0038703,2.20946875,0.736505580452716
"flour, cinnamon, baking powder, eggs",salt,0.00695,0.3884,0.0053,0.762589928057554,1.9634138209514778,0.00260062,2.5761333333333334,0.49411713294187054
"flour, cinnamon, salt, eggs",baking powder,0.0093,0.076,0.0053,0.5698924731182796,7.4985851726089425,0.0045932,2.1483000000000003,0.8747769349288002
"flour, salt, baking powder, eggs",cinnamon,0.0155,0.0636,0.0053,0.3419354838709677,5.376344086021505,0.0043142,1.4229607843137255,0.8268156424581005
"salt, cinnamon, baking powder, eggs",flour,0.00765,0.14885,0.0053,0.6928104575163399,4.654420272195766,0.0041612975,2.770764893617021,0.791203175994471
"flour, cinnamon, baking powder","salt, eggs",0.011,0.08805,0.0053,0.48181818181818187,5.472097465283156,0.00433145,1.7599035087719304,0.8263445065532173
"flour, cinnamon, salt","baking powder, eggs",0.0166,0.0391,0.0053,0.3192771084337349,8.165654947154344,0.00465094,1.411587610619469,0.8923488397972379
"flour, cinnamon, eggs","salt, baking powder",0.01225,0.05705,0.0053,0.43265306122448977,7.583752168702714,0.0046011375,1.6620341726618704,0.8789057463360123
"flour, salt, baking powder","cinnamon, eggs",0.0301,0.0246,0.0053,0.17607973421926912,7.157712773141021,0.00455954,1.1838524193548388,0.8869889329185852
"flour, baking powder, eggs","salt, cinnamon",0.02265,0.0359,0.0053,0.23399558498896247,6.517982868773328,0.004486865,1.2586089337175792,0.8661976793234689
"flour, salt, eggs","cinnamon, baking powder",0.03665,0.01655,0.0053,0.1446111869031378,8.737836066654852,0.0046934425,1.1497110845295055,0.9192455376335135
"salt, cinnamon, baking powder","flour, eggs",0.0131,0.05585,0.0053,0.40458015267175573,7.244049286871186,0.004568365,1.5856878205128206,0.8733971632154811
"cinnamon, baking powder, eggs","flour, salt",0.0097,0.0906,0.0053,0.5463917525773195,6.030814046107279,0.00442118,2.004813636363636,0.842355756498412
"salt, cinnamon, eggs","flour, baking powder",0.01665,0.04105,0.0053,0.3183183183183183,7.754404831140518,0.0046165175,1.406741629955947,0.8857894317749013
"salt, baking powder, eggs","flour, cinnamon",0.028,0.0229,0.0053,0.18928571428571428,8.265751715533375,0.0046588,1.2052334801762115,0.904340399099309
"flour, cinnamon","salt, baking powder, eggs",0.0229,0.028,0.0053,0.2314410480349345,8.265751715533375,0.0046588,1.2647045454545454,0.8996201698132518
"flour, baking powder","salt, cinnamon, eggs",0.04105,0.01665,0.0053,0.12911084043848964,7.754404831140518,0.0046165175,1.1291333566433566,0.9083278979465552
"flour, salt","cinnamon, baking powder, eggs",0.0906,0.0097,0.0053,0.05849889624724062,6.03081404610728,0.00442118,1.0518309495896834,0.9172915171105975
"flour, eggs","salt, cinnamon, baking powder",0.05585,0.0131,0.0053,0.09489704565801253,7.244049286871185,0.004568365,1.0903731948565776,0.9129435580970803
"cinnamon, baking powder","flour, salt, eggs",0.01655,0.03665,0.0053,0.32024169184290036,8.737836066654852,0.0046934425,1.417194888888889,0.9004577646847782
"salt, cinnamon","flour, baking powder, eggs",0.0359,0.02265,0.0053,0.14763231197771587,6.517982868773328,0.004486865,1.1466295751633988,0.878102169781965
"cinnamon, eggs","flour, salt, baking powder",0.0246,0.0301,0.0053,0.21544715447154472,7.1577127731410215,0.00455954,1.2362455958549223,0.8819874574920399
"salt, baking powder","flour, cinnamon, eggs",0.05705,0.01225,0.0053,0.09290096406660825,7.583752168702714,0.0046011375,1.0889108695652174,0.9206629735865065
"baking powder, eggs","flour, cinnamon, salt",0.0391,0.0166,0.0053,0.13554987212276215,8.165654947154346,0.00465094,1.137601775147929,0.9132436768202766
"salt, eggs","flour, cinnamon, baking powder",0.08805,0.011,0.0053,0.060193072118114706,5.472097465283156,0.00433145,1.0523438066465258,0.8961617599442206
flour,"salt, cinnamon, baking powder, eggs",0.14885,0.00765,0.0053,0.03560631508229761,4.654420272195766,0.0041612975,1.0289884883315916,0.9224584053317433
cinnamon,"flour, salt, baking powder, eggs",0.0636,0.0155,0.0053,0.08333333333333333,5.376344086021505,0.0043142,1.074,0.8692866296454507
baking powder,"flour, cinnamon, salt, eggs",0.076,0.0093,0.0053,0.06973684210526317,7.498585172608943,0.0045932,1.0649674681753891,0.9379237115086173
salt,"flour, cinnamon, baking powder, eggs",0.3884,0.00695,0.0053,0.01364572605561277,1.9634138209514778,0.00260062,1.0067883581310362,0.8022940138455275
eggs,"flour, cinnamon, salt, baking powder",0.1682,0.0085,0.0053,0.03151010701545779,3.707071413583269,0.0038703,1.0237587476979741,0.8779096934586054
"flour, cinnamon, sugar, baking powder",eggs,0.0084,0.1682,0.0055,0.6547619047619048,3.892758054470302,0.00408712,2.409351724137931,0.749407752392827
"flour, cinnamon, baking powder, eggs",sugar,0.00695,0.24285,0.0055,0.7913669064748201,3.2586654579980237,0.0038121924999999996,3.6290982758620682,0.6979768481858004
"flour, cinnamon, sugar, eggs",baking powder,0.0093,0.076,0.0055,0.5913978494623656,7.7815506508206,0.0047932,2.261368421052632,0.879671857364398
"flour, sugar, baking powder, eggs",cinnamon,0.01705,0.0636,0.0055,0.3225806451612903,5.072022722661797,0.0044156199999999994,1.3823047619047617,0.8167658578767993
"sugar, cinnamon, baking powder, eggs",flour,0.007,0.14885,0.0055,0.7857142857142857,5.2785642305292955,0.00445805,3.972033333333333,0.8162684244255242
"flour, cinnamon, baking powder","sugar, eggs",0.011,0.0791,0.0055,0.5,6.321112515802781,0.004629899999999999,1.8418,0.8511627906976743
"flour, cinnamon, sugar","baking powder, eggs",0.01655,0.0391,0.0055,0.3323262839879154,8.499393452376353,0.004852894999999999,1.4391760180995474,0.8971930911124565
"flour, cinnamon, eggs","sugar, baking powder",0.01225,0.04605,0.0055,0.44897959183673464,9.749828270070243,0.0049358875,1.7312425925925923,0.9085639999079634
"flour, sugar, baking powder","cinnamon, eggs",0.02925,0.0246,0.0055,0.188034188034188,7.643666180251545,0.0047804499999999995,1.201282105263158,0.8953620677545476
"flour, baking powder, eggs","sugar, cinnamon",0.02265,0.03485,0.0055,0.24282560706401765,6.967736214175543,0.0047106475,1.2746733236151604,0.8763302436551529
"flour, sugar, eggs","cinnamon, baking powder",0.03645,0.01655,0.0055,0.15089163237311384,9.117319176623194,0.0048967525,1.1582149434571891,0.9239983772130521
"sugar, cinnamon, baking powder","flour, eggs",0.01125,0.05585,0.0055,0.4888888888888889,8.753605888789416,0.004871687499999999,1.8472500000000003,0.8958395586714171
"cinnamon, baking powder, eggs","flour, sugar",0.0097,0.06995,0.0055,0.5670103092783505,8.1059372305697,0.0048214849999999995,2.147972619047619,0.8852202730118514
"sugar, cinnamon, eggs","flour, baking powder",0.0166,0.04105,0.0055,0.33132530120481923,8.071261905111308,0.0048185699999999995,1.4341054054054052,0.8908924510510843
"sugar, baking powder, eggs","flour, cinnamon",0.0258,0.0229,0.0055,0.2131782945736434,9.309095832910192,0.00490918,1.241831527093596,0.916216569306284
"flour, cinnamon","sugar, baking powder, eggs",0.0229,0.0258,0.0055,0.24017467248908295,9.309095832910192,0.00490918,1.2821367816091953,0.913497269284804
"flour, baking powder","sugar, cinnamon, eggs",0.04105,0.0166,0.0055,0.13398294762484772,8.071261905111308,0.0048185699999999995,1.1355434599156118,0.9136072124340543
"flour, sugar","cinnamon, baking powder, eggs",0.06995,0.0097,0.0055,0.07862759113652609,8.1059372305697,0.0048214849999999995,1.0748096974398758,0.9425661376954317
"flour, eggs","sugar, cinnamon, baking powder",0.05585,0.01125,0.0055,0.09847806624888093,8.753605888789416,0.004871687499999999,1.096756454816286,0.9381574576458863
"cinnamon, baking powder","flour, sugar, eggs",0.01655,0.03645,0.0055,0.3323262839879154,9.117319176623193,0.0048967525,1.4431450226244344,0.9053013741050753
"sugar, cinnamon","flour, baking powder, eggs",0.03485,0.02265,0.0055,0.15781922525107603,6.967736214175542,0.0047106475,1.1604990630323682,0.8874075155533997
"cinnamon, eggs","flour, sugar, baking powder",0.0246,0.02925,0.0055,0.22357723577235772,7.643666180251546,0.0047804499999999995,1.2502853403141363,0.8910936305851211
"sugar, baking powder","flour, cinnamon, eggs",0.04605,0.01225,0.0055,0.11943539630836048,9.749828270070243,0.0049358875,1.1217234895191124,0.9407559001091157
"baking powder, eggs","flour, cinnamon, sugar",0.0391,0.01655,0.0055,0.14066496163682862,8.499393452376353,0.004852894999999999,1.1444313988095238,0.918248043973926
"sugar, eggs","flour, cinnamon, baking powder",0.0791,0.011,0.0055,0.06953223767383059,6.321112515802781,0.004629899999999999,1.06290625,0.9141057660983818
flour,"sugar, cinnamon, baking powder, eggs",0.14885,0.007,0.0055,0.03694994961370507,5.2785642305292955,0.00445805,1.031099058249041,0.9523051700106274
cinnamon,"flour, sugar, baking powder, eggs",0.0636,0.01705,0.0055,0.08647798742138364,5.0720227226617975,0.0044156199999999994,1.0760003442340793,0.8573686458778299
baking powder,"flour, cinnamon, sugar, eggs",0.076,0.0093,0.0055,0.07236842105263158,7.781550650820601,0.0047932,1.0679886524822697,0.9431719795356159
sugar,"flour, cinnamon, baking powder, eggs",0.24285,0.00695,0.0055,0.022647724933086266,3.258665457998024,0.0038121924999999996,1.0160614809353277,0.9154406776608452
eggs,"flour, cinnamon, sugar, baking powder",0.1682,0.0084,0.0055,0.032699167657550536,3.892758054470302,0.00408712,1.025120590043024,0.8933790902533388
"salt, cinnamon, sugar, baking powder",eggs,0.00905,0.1682,0.0057,0.6298342541436464,3.744555613220252,0.004177790000000001,2.247101492537313,0.7396393501539813
"salt, cinnamon, baking powder, eggs",sugar,0.00765,0.24285,0.0057,0.7450980392156863,3.0681409891525067,0.0038421975,2.9703576923076924,0.6792661226806119
"sugar, cinnamon, baking powder, eggs",salt,0.007,0.3884,0.0057,0.8142857142857143,2.0965131675739297,0.0029812,3.2932307692307687,0.5267044751859508
"salt, cinnamon, sugar, eggs",baking powder,0.01135,0.076,0.0057,0.5022026431718062,6.607929515418503,0.0048374,1.8561769911504427,0.8584096158060656
"sugar, salt, baking powder, eggs",cinnamon,0.0187,0.0636,0.0057,0.3048128342245989,4.792654626172939,0.0045106799999999996,1.3469753846153847,0.8064275638653343
"salt, cinnamon, baking powder","sugar, eggs",0.0131,0.0791,0.0057,0.4351145038167939,5.5008154717673055,0.00466379,1.6302418918918917,0.829069583473325
"sugar, cinnamon, baking powder","salt, eggs",0.01125,0.08805,0.0057,0.5066666666666667,5.75430626537952,0.0047094375,1.8485472972972976,0.8356178055758866
"cinnamon, baking powder, eggs","sugar, salt",0.0097,0.11805,0.0057,0.5876288659793815,4.977796408126908,0.004554915,2.1387287500000003,0.8069351658455438
"salt, cinnamon, sugar","baking powder, eggs",0.02125,0.0391,0.0057,0.26823529411764707,6.860237701218595,0.004869125,1.3131270096463024,0.8727790101050839
"salt, cinnamon, eggs","sugar, baking powder",0.01665,0.04605,0.0057,0.34234234234234234,7.434144241961832,0.0049332675000000005,1.4505267123287673,0.8801398548998725
"sugar, cinnamon, eggs","salt, baking powder",0.0166,0.05705,0.0057,0.3433734939759036,6.0188167217511594,0.0047529700000000005,1.4360522935779816,0.8479300243694451
"sugar, salt, baking powder","cinnamon, eggs",0.0346,0.0246,0.0057,0.16473988439306358,6.696743268010715,0.00484884,1.1677799307958479,0.8811618854469921
"salt, baking powder, eggs","sugar, cinnamon",0.028,0.03485,0.0057,0.20357142857142857,5.841360934617749,0.0047242000000000004,1.211847533632287,0.8526821168146705
"sugar, baking powder, eggs","salt, cinnamon",0.0258,0.0359,0.0057,0.22093023255813954,6.15404547515709,0.00477378,1.2375014925373133,0.8596851397638008
"sugar, salt, eggs","cinnamon, baking powder",0.04415,0.01655,0.0057,0.1291053227633069,7.800925846725494,0.004969317500000001,1.1292410273081925,0.912078346727309
"cinnamon, baking powder","sugar, salt, eggs",0.01655,0.04415,0.0057,0.34441087613293053,7.800925846725493,0.004969317500000001,1.4580016129032258,0.8864813541301524
"salt, cinnamon","sugar, baking powder, eggs",0.0359,0.0258,0.0057,0.15877437325905291,6.15404547515709,0.00477378,1.1580721854304636,0.8686912801139868
"sugar, cinnamon","salt, baking powder, eggs",0.03485,0.028,0.0057,0.163558106169297,5.84136093461775,0.0047242000000000004,1.162065180102916,0.858733893740724
"cinnamon, eggs","sugar, salt, baking powder",0.0246,0.0346,0.0057,0.23170731707317074,6.6967432680107155,0.00484884,1.2565523809523809,0.8721280338430657
"salt, baking powder","sugar, cinnamon, eggs",0.05705,0.0166,0.0057,0.09991235758106924,6.0188167217511594,0.0047529700000000005,1.0925602726387538,0.884303924879275
"sugar, baking powder","salt, cinnamon, eggs",0.04605,0.01665,0.0057,0.1237785016286645,7.434144241961831,0.0049332675000000005,1.1222618959107806,0.9072650834066665
"baking powder, eggs","salt, cinnamon, sugar",0.0391,0.02125,0.0057,0.14578005115089512,6.860237701218594,0.004869125,1.1457821856287425,0.8889920451039139
"sugar, salt","cinnamon, baking powder, eggs",0.11805,0.0097,0.0057,0.048284625158831,4.977796408126907,0.004554915,1.0405421895861149,0.9060693857212336
"salt, eggs","sugar, cinnamon, baking powder",0.08805,0.01125,0.0057,0.06473594548551959,5.754306265379519,0.0047094375,1.057188069216758,0.905989478878401
"sugar, eggs","salt, cinnamon, baking powder",0.0791,0.0131,0.0057,0.0720606826801517,5.5008154717673055,0.00466379,1.0635393732970029,0.8884881875663205
cinnamon,"sugar, salt, baking powder, eggs",0.0636,0.0187,0.0057,0.08962264150943396,4.792654626172938,0.0045106799999999996,1.0779046632124352,0.8450954382967242
baking powder,"salt, cinnamon, sugar, eggs",0.076,0.01135,0.0057,0.07500000000000001,6.607929515418503,0.0048374,1.0688108108108108,0.9184704184704184
salt,"sugar, cinnamon, baking powder, eggs",0.3884,0.007,0.0057,0.014675592173017508,2.0965131675739297,0.0029812,1.0077899137705775,0.8551627597443576
sugar,"salt, cinnamon, baking powder, eggs",0.24285,0.00765,0.0057,0.02347127856701668,3.068140989152507,0.0038421975,1.0162015496521188,0.8902723857123492
eggs,"salt, cinnamon, sugar, baking powder",0.1682,0.00905,0.0057,0.03388822829964329,3.7445556132202524,0.004177790000000001,1.025709476923077,0.8811560639998652
"flour, cinnamon, salt, baking powder",sugar,0.0085,0.24285,0.00655,0.7705882352941176,3.1731037072024604,0.004485775,3.300397435897435,0.6907222844560442
"flour, cinnamon, sugar, baking powder",salt,0.0084,0.3884,0.00655,0.7797619047619049,2.0076259133931638,0.0032874400000000004,2.7769945945945955,0.5061509042368105
"flour, cinnamon, salt, sugar",baking powder,0.01245,0.076,0.00655,0.5261044176706828,6.922426548298459,0.005603800000000001,1.9497966101694921,0.8663277654122065
"flour, salt, sugar, baking powder",cinnamon,0.02125,0.0636,0.00655,0.30823529411764705,4.846466888642249,0.0051985,1.3536394557823128,0.8108956548019458
"salt, cinnamon, sugar, baking powder",flour,0.00905,0.14885,0.00655,0.723756906077348,4.862323856750742,0.0052029075,3.081162999999999,0.8015914252997258
"flour, cinnamon, baking powder","sugar, salt",0.011,0.11805,0.00655,0.5954545454545455,5.0440876362096185,0.00525145,2.1801011235955055,0.8106654111254332
"flour, cinnamon, salt","sugar, baking powder",0.0166,0.04605,0.00655,0.39457831325301207,8.568475857828709,0.00578557,1.575678606965174,0.8982033046278141
"flour, cinnamon, sugar","salt, baking powder",0.01655,0.05705,0.00655,0.39577039274924475,6.937254912344343,0.0056058225000000005,1.56058225,0.870253458090171
"flour, salt, baking powder","sugar, cinnamon",0.0301,0.03485,0.00655,0.21760797342192692,6.244131231619137,0.005501015000000001,1.2335887473460723,0.8659136182293131
"flour, sugar, baking powder","salt, cinnamon",0.02925,0.0359,0.00655,0.22393162393162394,6.237649691688689,0.005499925,1.2422874449339205,0.8649839877485143
"flour, salt, sugar","cinnamon, baking powder",0.04685,0.01655,0.00655,0.13980789754535752,8.447607102438521,0.005774632500000001,1.143291129032258,0.9249575433486316
"salt, cinnamon, baking powder","flour, sugar",0.0131,0.06995,0.00655,0.5,7.147962830593281,0.005633655,1.8601,0.8715168710102341
"sugar, cinnamon, baking powder","flour, salt",0.01125,0.0906,0.00655,0.5822222222222223,6.426293843512387,0.00553075,2.1767553191489366,0.8539967767151446
"salt, cinnamon, sugar","flour, baking powder",0.02125,0.04105,0.00655,0.30823529411764705,7.508776957798953,0.0056776875000000004,1.3862372448979592,0.8856424205200198
"sugar, salt, baking powder","flour, cinnamon",0.0346,0.0229,0.00655,0.1893063583815029,8.26665320443244,0.00575766,1.2052641711229946,0.9105366284117488
"flour, cinnamon","sugar, salt, baking powder",0.0229,0.0346,0.00655,0.28602620087336245,8.26665320443244,0.00575766,1.3521504587155966,0.8996336721611936
"flour, baking powder","salt, cinnamon, sugar",0.04105,0.02125,0.00655,0.15956151035322777,7.508776957798953,0.0056776875000000004,1.164570652173913,0.9039287961666088
"flour, salt","sugar, cinnamon, baking powder",0.0906,0.01125,0.00655,0.07229580573951436,6.426293843512387,0.00553075,1.0658030933967877,0.9285125500078064
"flour, sugar","salt, cinnamon, baking powder",0.06995,0.0131,0.00655,0.09363831308077199,7.147962830593281,0.005633655,1.0888589116719243,0.924788989839256
"cinnamon, baking powder","flour, salt, sugar",0.01655,0.04685,0.00655,0.39577039274924475,8.447607102438521,0.005774632500000001,1.57746325,0.8964596903175027
"salt, cinnamon","flour, sugar, baking powder",0.0359,0.02925,0.00655,0.18245125348189414,6.237649691688688,0.005499925,1.1873909710391823,0.8709503226914949
"sugar, cinnamon","flour, salt, baking powder",0.03485,0.0301,0.00655,0.18794835007173602,6.2441312316191375,0.005501015000000001,1.1943821554770317,0.8701752249086783
"salt, baking powder","flour, cinnamon, sugar",0.05705,0.01655,0.00655,0.11481156879929887,6.9372549123443426,0.0056058225000000005,1.111006386138614,0.9076311186794408
"sugar, baking powder","flour, cinnamon, salt",0.04605,0.0166,0.00655,0.14223669923995658,8.568475857828709,0.00578557,1.1464701265822785,0.9259323127742465
"sugar, salt","flour, cinnamon, baking powder",0.11805,0.011,0.00655,0.055484963998305804,5.0440876362096185,0.00525145,1.047098206278027,0.9090629759091258
flour,"salt, cinnamon, sugar, baking powder",0.14885,0.00905,0.00655,0.04400403090359422,4.862323856750742,0.0052029075,1.036562947997189,0.9332515101929899
cinnamon,"flour, salt, sugar, baking powder",0.0636,0.02125,0.00655,0.1029874213836478,4.846466888642249,0.0051985,1.0911218229623139,0.847569545212948
baking powder,"flour, cinnamon, salt, sugar",0.076,0.01245,0.00655,0.0861842105263158,6.922426548298458,0.005603800000000001,1.080688264938805,0.9259112388883382
salt,"flour, cinnamon, sugar, baking powder",0.3884,0.0084,0.00655,0.016864057672502573,2.0076259133931638,0.0032874400000000004,1.0086092444677228,0.820633153435614
sugar,"flour, cinnamon, salt, baking powder",0.24285,0.0085,0.00655,0.02697138151122092,3.173103707202461,0.004485775,1.0189833897587812,0.9045118471084567
"flour, salt, baking powder, egg",milk,0.00905,0.13375,0.0048,0.5303867403314916,3.9655083389270396,0.0035895624999999994,1.84460294117647,0.7546551499402929
"flour, milk, baking powder, egg",salt,0.00545,0.3884,0.0048,0.8807339449541284,2.2675951208911647,0.0026832199999999996,5.128030769230766,0.5620674341829638
"flour, salt, milk, baking powder",egg,0.0122,0.0786,0.0048,0.3934426229508196,5.005631335252158,0.0038410799999999993,1.5190648648648648,0.8101083215225754
"flour, salt, milk, egg",baking powder,0.0074,0.076,0.0048,0.6486486486486486,8.534850640113797,0.004237599999999999,2.6298461538461533,0.8894150043656389
"salt, milk, baking powder, egg",flour,0.0074,0.14885,0.0048,0.6486486486486486,4.357733615375536,0.0036985099999999995,2.4225038461538455,0.7762672946470548
"flour, baking powder, egg","salt, milk",0.0112,0.06705,0.0048,0.42857142857142855,6.391818472355385,0.004049039999999999,1.6326625,0.8531047734627831
"flour, salt, baking powder","milk, egg",0.0301,0.02265,0.0048,0.15946843853820597,7.040549162834701,0.004118235,1.1627760869565218,0.884591839364883
"flour, milk, baking powder","salt, egg",0.01535,0.0475,0.0048,0.3127035830618892,6.5832333276187205,0.004070875,1.3858649289099525,0.8613202237681747
"flour, salt, egg","milk, baking powder",0.01855,0.0258,0.0048,0.25876010781671155,10.029461543283393,0.0043214099999999995,1.3142843636363635,0.9173098476743592
"flour, milk, egg","salt, baking powder",0.00945,0.05705,0.0048,0.5079365079365079,8.90335684376,0.0042608774999999995,1.9163177419354838,0.8961514436424207
"flour, salt, milk","baking powder, egg",0.0281,0.02025,0.0048,0.17081850533807827,8.435481745090284,0.004230975,1.1815869098712446,0.9069380851939501
"salt, baking powder, egg","flour, milk",0.01645,0.0421,0.0048,0.2917933130699088,6.9309575551047224,0.0041074549999999994,1.3525712446351932,0.8700318150238082
"milk, baking powder, egg","flour, salt",0.0085,0.0906,0.0048,0.5647058823529411,6.232956758862484,0.0040298999999999995,2.0891621621621614,0.8467599596570852
"salt, milk, baking powder","flour, egg",0.0206,0.0258,0.0048,0.23300970873786406,9.031384059607134,0.00426852,1.270159493670886,0.9079793751276292
"salt, milk, egg","flour, baking powder",0.01575,0.04105,0.0048,0.30476190476190473,7.424163331593294,0.0041534625,1.3793116438356166,0.8791513208026417
"flour, baking powder","salt, milk, egg",0.04105,0.01575,0.0048,0.11693057247259438,7.424163331593293,0.0041534625,1.114578275862069,0.9023459904061735
"flour, egg","salt, milk, baking powder",0.0258,0.0206,0.0048,0.18604651162790697,9.031384059607134,0.00426852,1.2032628571428572,0.9128259084376925
"flour, salt","milk, baking powder, egg",0.0906,0.0085,0.0048,0.05298013245033112,6.232956758862484,0.0040298999999999995,1.0469685314685315,0.9232048603474818
"flour, milk","salt, baking powder, egg",0.0421,0.01645,0.0048,0.11401425178147268,6.9309575551047224,0.0041074549999999994,1.110119436997319,0.893328940042454
"baking powder, egg","flour, salt, milk",0.02025,0.0281,0.0048,0.23703703703703702,8.435481745090286,0.004230975,1.2738495145631068,0.8996714723143658
"salt, baking powder","flour, milk, egg",0.05705,0.00945,0.0048,0.08413672217353199,8.90335684376,0.0042608774999999995,1.0815478947368422,0.9413890582745639
"milk, baking powder","flour, salt, egg",0.0258,0.01855,0.0048,0.18604651162790697,10.029461543283395,0.0043214099999999995,1.2057814285714286,0.9241364709505235
